Species,Parity
Diporiphora_lalliae,0
Diporiphora_arnhemica,0
Diporiphora_winneckei,0
Diporiphora_linga,0
Diporiphora_reginae,0
Diporiphora_valens,0
Diporiphora_pindan,0
Diporiphora_bilineata,0
Diporiphora_magna,0
Laudakia_stellio,0
Laudakia_sacra,0
Laudakia_nupta,0
Laudakia_tuberculata,0
Laudakia_lehmanni,0
Laudakia_stoliczkana,0
Laudakia_himalayana,0
Laudakia_microlepis,0
Laudakia_erythrogastra,0
Laudakia_caucasia,0
Phrynocephalus_scutellatus,0
Phrynocephalus_interscapularis,0
Phrynocephalus_forsythii,1
Phrynocephalus_theobaldi,1
Phrynocephalus_putjatai,1
Phrynocephalus_lidskii,1
Phrynocephalus_vlangalii,1
Phrynocephalus_axillaris,0
Phrynocephalus_mystaceus,0
Phrynocephalus_helioscopus,0
Phrynocephalus_raddei,0
Phrynocephalus_przewalskii,0
Phrynocephalus_versicolor,0
Phrynocephalus_melanurus,0
Phrynocephalus_guttatus,0
Phrynocephalus_albolineatus,0
Pseudotrapelus_sinaitus,0
Xenagama_taylori,0
Acanthocercus_atricollis,0
Bufoniceps_laungwalaensis,0
Trapelus_sanguinolentus,0
Trapelus_mutabilis,0
Trapelus_agilis,0
Trapelus_savignii,0
Trapelus_flavimaculatus,0
Trapelus_pallidus,0
Trapelus_ruderatus,0
Agama_spinosa,0
Agama_boueti,0
Agama_castroviejoi,0
Agama_impalearis,0
Agama_boulengeri,0
Agama_insularis,0
Agama_weidholzi,0
Agama_gracilimembris,0
Agama_atra,0
Agama_anchietae,0
Agama_hispida,0
Agama_aculeata,0
Agama_armata,0
Agama_rueppelli,0
Agama_caudospinosa,0
Agama_lionotus,0
Agama_mwanzae,0
Agama_kaimosae,0
Agama_doriae,0
Agama_sankaranica,0
Agama_agama,0
Agama_finchi,0
Agama_paragama,0
Agama_planiceps,0
Mantheyus_phuwuanensis,0
Ptyctolaemus_collicristatus,0
Ptyctolaemus_gularis,0
Japalura_tricarinata,0
Japalura_variegata,0
Draco_dussumieri,0
Draco_lineatus,0
Draco_maculatus,0
Draco_cristatellus,0
Draco_fimbriatus,0
Draco_mindanensis,0
Draco_maximus,0
Draco_quinquefasciatus,0
Draco_blanfordii,0
Draco_obscurus,0
Draco_taeniopterus,0
Draco_melanopogon,0
Draco_indochinensis,0
Draco_haematopogon,0
Draco_beccarii,0
Draco_rhytisma,0
Draco_bourouniensis,0
Draco_spilonotus,0
Draco_biaro,0
Draco_caerulhians,0
Draco_bimaculatus,0
Draco_volans,0
Draco_boschmai,0
Draco_timorensis,0
Draco_cyanopterus,0
Draco_reticulatus,0
Draco_quadrasi,0
Draco_cornutus,0
Draco_guentheri,0
Draco_spilopterus,0
Draco_ornatus,0
Draco_palawanensis,0
Phoxophrys_nigrilabris,0
Gonocephalus_robinsonii,0
Japalura_polygonata,0
Coryphophylax_subcristatus,0
Aphaniotis_fusca,0
Bronchocela_cristatella,0
Gonocephalus_grandis,0
Gonocephalus_kuhlii,0
Gonocephalus_chamaeleontinus,0
Lyriocephalus_scutatus,0
Cophotis_ceylanica,1
Cophotis_dumbara,1
Ceratophora_aspera,0
Ceratophora_karu,0
Ceratophora_erdeleni,0
Ceratophora_stoddartii,0
Calotes_mystaceus,0
Calotes_emma,0
Calotes_chincollium,0
Calotes_htunwini,0
Calotes_calotes,0
Calotes_irawadi,0
Calotes_versicolor,0
Calotes_liolepis,0
Calotes_nigrilabris,0
Calotes_ceylonensis,0
Calotes_liocephalus,0
Salea_horsfieldii,0
Acanthosaura_crucigera,0
Acanthosaura_armata,0
Acanthosaura_lepidogaster,0
Acanthosaura_capra,0
Otocryptis_wiegmanni,0
Sitana_ponticeriana,0
Japalura_splendida,0
Japalura_flaviceps,0
Salea_kakhienensis,0
Pseudocalotes_flavigula,0
Pseudocalotes_brevipes,0
Stenocercus_ochoai,0
Stenocercus_formosus,0
Stenocercus_apurimacus,0
Stenocercus_scapularis,0
Stenocercus_roseiventris,0
Stenocercus_doellojuradoi,0
Stenocercus_azureus,0
Stenocercus_caducus,0
Stenocercus_limitaris,0
Stenocercus_percultus,0
Stenocercus_ornatus,0
Stenocercus_iridescens,0
Stenocercus_puyango,0
Stenocercus_rhodomelas,0
Stenocercus_angulifer,0
Stenocercus_chota,0
Stenocercus_festae,0
Stenocercus_angel,0
Stenocercus_guentheri,0
Stenocercus_humeralis,0
Stenocercus_marmoratus,0
Stenocercus_torquatus,0
Stenocercus_crassicaudatus,0
Stenocercus_varius,0
Stenocercus_imitator,0
Stenocercus_empetrus,0
Stenocercus_eunetopsis,0
Stenocercus_cupreus,0
Stenocercus_boettgeri,0
Stenocercus_ornatissimus,0
Stenocercus_chrysopygus,0
Stenocercus_stigmosus,0
Stenocercus_melanopygus,0
Stenocercus_latebrosus,0
Stenocercus_orientalis,0
Microlophus_thoracicus,0
Microlophus_theresiae,0
Microlophus_heterolepis,0
Microlophus_peruvianus,0
Microlophus_tigris,0
Microlophus_quadrivittatus,0
Microlophus_atacamensis,0
Microlophus_yanezi,0
Microlophus_theresioides,0
Microlophus_koepckeorum,0
Microlophus_occipitalis,0
Microlophus_habelii,0
Microlophus_bivittatus,0
Microlophus_stolzmanni,0
Microlophus_delanonis,0
Microlophus_grayii,0
Microlophus_pacificus,0
Microlophus_duncanensis,0
Microlophus_albemarlensis,0
Uranoscodon_superciliosus,0
Tropidurus_bogerti,0
Uracentron_flaviceps,0
Strobilurus_torquatus,0
Plica_umbra,0
Plica_plica,0
Plica_lumaria,0
Tropidurus_spinulosus,0
Tropidurus_callathelys,0
Eurolophosaurus_divaricatus,0
Eurolophosaurus_nanuzae,0
Eurolophosaurus_amathites,0
Tropidurus_hygomi,0
Tropidurus_montanus,0
Tropidurus_itambere,0
Tropidurus_psammonastes,0
Tropidurus_insulanus,0
Tropidurus_oreadicus,0
Tropidurus_torquatus,0
Tropidurus_hispidus,0
Tropidurus_erythrocephalus,0
Tropidurus_mucujensis,0
Tropidurus_etheridgei,0
Tropidurus_cocorobensis,0
Dipsosaurus_dorsalis,0
Brachylophus_vitiensis,0
Brachylophus_fasciatus,0
Iguana_delicatissima,0
Iguana_iguana,0
Sauromalus_ater,0
Sauromalus_klauberi,0
Sauromalus_varius,0
Sauromalus_hispidus,0
Cyclura_pinguis,0
Cyclura_cornuta,0
Cyclura_carinata,0
Cyclura_ricordi,0
Cyclura_collei,0
Cyclura_rileyi,0
Cyclura_cychlura,0
Cyclura_nubila,0
Amblyrhynchus_cristatus,0
Conolophus_pallidus,0
Conolophus_subcristatus,0
Ctenosaura_similis,0
Ctenosaura_hemilopha,0
Ctenosaura_pectinata,0
Ctenosaura_acanthura,0
Ctenosaura_melanosterna,0
Ctenosaura_bakeri,0
Ctenosaura_oedirhina,0
Ctenosaura_oaxacana,0
Ctenosaura_quinquecarinata,0
Ctenosaura_flavidorsalis,0
Ctenosaura_palearis,0
Leiocephalus_raviceps,0
Leiocephalus_carinatus,0
Leiocephalus_barahonensis,0
Leiocephalus_schreibersii,0
Leiocephalus_personatus,0
Leiocephalus_psammodromus,0
Gambelia_wislizenii,0
Gambelia_copeii,0
Gambelia_sila,0
Crotaphytus_reticulatus,0
Crotaphytus_antiquus,0
Crotaphytus_bicinctores,0
Crotaphytus_collaris,0
Crotaphytus_nebrius,0
Crotaphytus_vestigium,0
Crotaphytus_grismeri,0
Crotaphytus_insularis,0
Callisaurus_draconoides,0
Cophosaurus_texanus,0
Holbrookia_lacerata,0
Holbrookia_maculata,0
Holbrookia_propinqua,0
Uma_paraphygas,0
Uma_exsul,0
Uma_scoparia,0
Uma_notata,0
Uma_inornata,0
Phrynosoma_cornutum,0
Phrynosoma_solare,0
Phrynosoma_platyrhinos,0
Phrynosoma_mcallii,0
Phrynosoma_coronatum,0
Phrynosoma_blainvillii,0
Phrynosoma_wigginsi,0
Phrynosoma_cerroense,0
Phrynosoma_asio,0
Phrynosoma_taurus,1
Phrynosoma_braconnieri,1
Phrynosoma_modestum,0
Phrynosoma_orbiculare,1
Phrynosoma_ditmarsi,1
Phrynosoma_hernandesi,1
Phrynosoma_douglassii,1
Petrosaurus_mearnsi,0
Petrosaurus_thalassinus,0
Petrosaurus_repens,0
Uta_squamata,0
Uta_palmeri,0
Uta_stejnegeri,0
Uta_stansburiana,0
Urosaurus_bicarinatus,0
Urosaurus_gadovi,0
Urosaurus_nigricaudus,0
Urosaurus_lahtelai,0
Urosaurus_graciosus,0
Urosaurus_ornatus,0
Urosaurus_auriculatus,0
Urosaurus_clarionensis,0
Sceloporus_couchii,0
Sceloporus_parvus,0
Sceloporus_chrysostictus,0
Sceloporus_teapensis,0
Sceloporus_variabilis,0
Sceloporus_cozumelae,0
Sceloporus_angustus,0
Sceloporus_grandaevus,0
Sceloporus_utiformis,0
Sceloporus_carinatus,0
Sceloporus_siniferus,0
Sceloporus_squamosus,0
Sceloporus_merriami,0
Sceloporus_nelsoni,0
Sceloporus_pyrocephalus,0
Sceloporus_ochoterenae,0
Sceloporus_jalapae,0
Sceloporus_maculosus,0
Sceloporus_gadoviae,0
Sceloporus_vandenburgianus,0
Sceloporus_arenicolus,0
Sceloporus_graciosus,0
Sceloporus_licki,0
Sceloporus_hunsakeri,0
Sceloporus_orcutti,0
Sceloporus_magister,0
Sceloporus_zosteromus,0
Sceloporus_melanorhinus,0
Sceloporus_grammicus,1
Sceloporus_heterolepis,1
Sceloporus_palaciosi,1
Sceloporus_bicanthalis,1
Sceloporus_slevini,0
Sceloporus_scalaris,0
Sceloporus_chaneyi,0
Sceloporus_goldmani,1
Sceloporus_megalepidurus,1
Sceloporus_insignis,1
Sceloporus_jarrovii,1
Sceloporus_bulleri,1
Sceloporus_torquatus,1
Sceloporus_macdougalli,1
Sceloporus_mucronatus,1
Sceloporus_dugesii,1
Sceloporus_poinsettii,1
Sceloporus_ornatus,1
Sceloporus_cyanogenys,1
Sceloporus_serrifer,1
Sceloporus_clarkii,0
Sceloporus_olivaceus,0
Sceloporus_occidentalis,0
Sceloporus_virgatus,0
Sceloporus_cautus,0
Sceloporus_undulatus,0
Sceloporus_consobrinus,0
Sceloporus_woodi,0
Sceloporus_horridus,0
Sceloporus_spinosus,0
Sceloporus_edwardtaylori,0
Sceloporus_lundelli,0
Sceloporus_malachiticus,1
Sceloporus_smaragdinus,1
Sceloporus_formosus,1
Sceloporus_adleri,1
Sceloporus_stejnegeri,1
Polychrus_marmoratus,0
Polychrus_femoralis,0
Polychrus_acutirostris,0
Polychrus_gutturosus,0
Hoplocercus_spinosus,0
Morunasaurus_annularis,0
Enyalioides_heterolepis,0
Enyalioides_laticeps,0
Enyalioides_oshaughnessyi,0
Enyalioides_palpebralis,0
Enyalioides_praestabilis,0
Enyalioides_microlepis,0
Chalarodon_madagascariensis,0
Oplurus_cuvieri,0
Oplurus_cyclurus,0
Oplurus_quadrimaculatus,0
Oplurus_saxicola,0
Oplurus_fierinensis,0
Oplurus_grandidieri,0
Enyalius_bilineatus,0
Enyalius_leechii,0
Urostrophus_gallardoi,0
Urostrophus_vautieri,0
Anisolepis_longicauda,0
Diplolaemus_darwinii,0
Pristidactylus_scapulatus,0
Pristidactylus_torquatus,0
Leiosaurus_bellii,0
Leiosaurus_catamarcensis,0
Leiosaurus_paronae,0
Ctenoblepharys_adspersa,0
Phymaturus_indistinctus,1
Phymaturus_patagonicus,1
Phymaturus_somuncurensis,1
Phymaturus_dorsimaculatus,1
Phymaturus_palluma,1
Phymaturus_punae,1
Phymaturus_antofagastensis,1
Phymaturus_mallimaccii,1
Liolaemus_tenuis,0
Liolaemus_lemniscatus,0
Liolaemus_fuscus,0
Liolaemus_nigroviridis,1
Liolaemus_nitidus,0
Liolaemus_monticola,0
Liolaemus_zapallarensis,0
Liolaemus_atacamensis,0
Liolaemus_pseudolemniscatus,0
Liolaemus_nigromaculatus,0
Liolaemus_paulinae,1
Liolaemus_platei,0
Liolaemus_austromendocinus,1
Liolaemus_dicktracy,1
Liolaemus_umbrifer,1
Liolaemus_capillitas,1
Liolaemus_petrophilus,1
Liolaemus_ceii,1
Liolaemus_buergeri,1
Liolaemus_leopardinus,1
Liolaemus_elongatus,1
Liolaemus_kriegi,1
Liolaemus_coeruleus,0
Liolaemus_bellii,1
Liolaemus_schroederi,1
Liolaemus_gravenhorstii,1
Liolaemus_chiliensis,0
Liolaemus_cyanogaster,1
Liolaemus_pictus,1
Liolaemus_bibronii,0
Liolaemus_ramirezae,0
Liolaemus_yanalcu,0
Liolaemus_robertmertensi,0
Liolaemus_saxatilis,0
Liolaemus_gracilis,0
Liolaemus_pagaburoi,1
Liolaemus_bitaeniatus,0
Liolaemus_chaltin,0
Liolaemus_walkeri,1
Liolaemus_puna,1
Liolaemus_hatcheri,1
Liolaemus_lineomaculatus,1
Liolaemus_kolengh,1
Liolaemus_silvanae,1
Liolaemus_magellanicus,1
Liolaemus_somuncurae,1
Liolaemus_uptoni,1
Liolaemus_baguali,1
Liolaemus_escarchadosi,1
Liolaemus_tari,1
Liolaemus_kingii,1
Liolaemus_sarmientoi,1
Liolaemus_gallardoi,1
Liolaemus_scolaroi,1
Liolaemus_zullyi,1
Liolaemus_archeforus,1
Liolaemus_reichei,0
Liolaemus_orientalis,1
Liolaemus_huacahuasicus,1
Liolaemus_dorbignyi,1
Liolaemus_molinai,1
Liolaemus_andinus,1
Liolaemus_multicolor,1
Liolaemus_famatinae,1
Liolaemus_vallecurensis,1
Liolaemus_ruibali,1
Liolaemus_fabiani,1
Liolaemus_audituvelatus,1
Liolaemus_pseudoanomalus,0
Liolaemus_lutzae,0
Liolaemus_occipitalis,0
Liolaemus_scapularis,0
Liolaemus_wiegmannii,0
Liolaemus_azarai,0
Liolaemus_salinicola,0
Liolaemus_multimaculatus,0
Liolaemus_riojanus,0
Liolaemus_rothi,0
Liolaemus_boulengeri,0
Liolaemus_telsen,0
Liolaemus_donosobarrosi,0
Liolaemus_cuyanus,0
Liolaemus_melanops,0
Liolaemus_morenoi,0
Liolaemus_canqueli,0
Liolaemus_xanthoviridis,0
Liolaemus_fitzingerii,0
Liolaemus_uspallatensis,0
Liolaemus_chacoensis,0
Liolaemus_olongasta,0
Liolaemus_grosseorum,0
Liolaemus_laurenti,0
Liolaemus_darwinii,0
Liolaemus_koslowskyi,0
Liolaemus_espinozai,1
Liolaemus_quilmes,0
Liolaemus_abaucan,0
Liolaemus_crepuscularis,1
Liolaemus_albiceps,1
Liolaemus_irregularis,1
Liolaemus_calchaqui,0
Liolaemus_lavillai,1
Liolaemus_ornatus,1
Laemanctus_longipes,0
Corytophanes_cristatus,0
Corytophanes_percarinatus,1
Basiliscus_galeritus,0
Basiliscus_vittatus,0
Basiliscus_basiliscus,0
Basiliscus_plumifrons,0
Anolis_boettgeri,0
Anolis_bonairensis,0
Anolis_luciae,0
Anolis_griseus,0
Anolis_trinitatis,0
Anolis_richardii,0
Anolis_aeneus,0
Anolis_extremus,0
Anolis_roquet,0
Anolis_fitchi,0
Anolis_huilae,0
Anolis_ventrimaculatus,0
Anolis_gemmosus,0
Anolis_aequatorialis,0
Anolis_peraccae,0
Anolis_chloris,0
Anolis_festae,0
Anolis_euskalerriari,0
Anolis_nicefori,0
Anolis_heterodermus,0
Anolis_inderenae,0
Anolis_vanzolinii,0
Anolis_transversalis,0
Anolis_punctatus,0
Anolis_tigrinus,0
Anolis_anatoloros,0
Anolis_jacare,0
Anolis_neblininus,0
Anolis_calimae,0
Anolis_agassizi,0
Anolis_insignis,0
Anolis_microtus,0
Anolis_danieli,0
Anolis_chocorum,0
Anolis_fraseri,0
Anolis_maculigula,0
Anolis_casildae,0
Anolis_frenatus,0
Anolis_princeps,0
Anolis_vermiculatus,0
Anolis_bartschi,0
Anolis_occultus,0
Anolis_monticola,0
Anolis_darlingtoni,0
Anolis_bahorucoensis,0
Anolis_hendersoni,0
Anolis_dolichocephalus,0
Anolis_coelestinus,0
Anolis_chlorocyanus,0
Anolis_aliniger,0
Anolis_singularis,0
Anolis_noblei,0
Anolis_smallwoodi,0
Anolis_baracoae,0
Anolis_equestris,0
Anolis_luteogularis,0
Anolis_etheridgei,0
Anolis_insolitus,0
Anolis_fowleri,0
Anolis_barbouri,0
Anolis_olssoni,0
Anolis_alumina,0
Anolis_semilineatus,0
Anolis_argenteolus,0
Anolis_barbatus,0
Anolis_porcus,0
Anolis_guamuhaya,0
Anolis_chamaeleonides,0
Anolis_cuvieri,0
Anolis_christophei,0
Anolis_eugenegrahami,0
Anolis_ricordi,0
Anolis_barahonae,0
Anolis_baleatus,0
Anolis_marcanoi,0
Anolis_longitibialis,0
Anolis_strahmi,0
Anolis_haetianus,0
Anolis_shrevei,0
Anolis_armouri,0
Anolis_whitemani,0
Anolis_cybotes,0
Anolis_lucius,0
Anolis_clivicola,0
Anolis_rejectus,0
Anolis_cupeyalensis,0
Anolis_cyanopleurus,0
Anolis_alfaroi,0
Anolis_macilentus,0
Anolis_vanidicus,0
Anolis_alutaceus,0
Anolis_inexpectatus,0
Anolis_sheplani,0
Anolis_placidus,0
Anolis_alayoni,0
Anolis_angusticeps,0
Anolis_paternus,0
Anolis_guazuma,0
Anolis_garridoi,0
Anolis_loysiana,0
Anolis_pumilus,0
Anolis_argillaceus,0
Anolis_centralis,0
Anolis_isolepis,0
Anolis_oporinus,0
Anolis_porcatus,0
Anolis_carolinensis,0
Anolis_brunneus,0
Anolis_longiceps,0
Anolis_maynardi,0
Anolis_smaragdinus,0
Anolis_allisoni,0
Anolis_pogus,0
Anolis_wattsi,0
Anolis_leachii,0
Anolis_gingivinus,0
Anolis_bimaculatus,0
Anolis_terraealtae,0
Anolis_oculatus,0
Anolis_ferreus,0
Anolis_lividus,0
Anolis_nubilis,0
Anolis_marmoratus,0
Anolis_sabanus,0
Anolis_distichus,0
Anolis_websteri,0
Anolis_brevirostris,0
Anolis_caudalis,0
Anolis_marron,0
Anolis_acutus,0
Anolis_evermanni,0
Anolis_stratulus,0
Anolis_krugi,0
Anolis_pulchellus,0
Anolis_gundlachi,0
Anolis_poncensis,0
Anolis_cooki,0
Anolis_monensis,0
Anolis_scriptus,0
Anolis_ernestwilliamsi,0
Anolis_cristatellus,0
Anolis_desechensis,0
Anolis_imias,0
Anolis_rubribarbaris,0
Anolis_ahli,0
Anolis_allogus,0
Anolis_guafe,0
Anolis_confusus,0
Anolis_homolechis,0
Anolis_jubar,0
Anolis_mestrei,0
Anolis_ophiolepis,0
Anolis_sagrei,0
Anolis_bremeri,0
Anolis_quadriocellifer,0
Anolis_reconditus,0
Anolis_lineatopus,0
Anolis_valencienni,0
Anolis_opalinus,0
Anolis_garmani,0
Anolis_grahami,0
Anolis_conspersus,0
Anolis_auratus,0
Anolis_onca,0
Anolis_annectens,0
Anolis_lineatus,0
Anolis_meridionalis,0
Anolis_nitens,0
Anolis_chrysolepis,0
Anolis_bombiceps,0
Anolis_purpurgularis,0
Anolis_loveridgei,0
Anolis_utilensis,0
Anolis_sminthus,0
Anolis_crassulus,0
Anolis_uniformis,0
Anolis_polyrhachis,0
Anolis_bitectus,0
Anolis_biporcatus,0
Anolis_aquaticus,0
Anolis_woodi,0
Anolis_quercorum,0
Anolis_ortonii,0
Anolis_sericeus,0
Anolis_isthmicus,0
Anolis_intermedius,0
Anolis_laeviventris,0
Anolis_humilis,0
Anolis_pachypus,0
Anolis_altae,0
Anolis_fuscoauratus,0
Anolis_kemptoni,0
Anolis_polylepis,0
Anolis_cupreus,0
Anolis_tropidonotus,0
Anolis_capito,0
Anolis_ocelloscapularis,0
Anolis_carpenteri,0
Anolis_zeus,0
Anolis_limifrons,0
Anolis_lemurinus,0
Anolis_bicaorum,0
Anolis_lionotus,0
Anolis_oxylophus,0
Anolis_tropidogaster,0
Anolis_trachyderma,0
Anolis_poecilopus,0
Typhlophis_squamosus,0
Liotyphlops_albirostris,0
Leptotyphlops_bicolor,0
Leptotyphlops_septemstriatus,0
Leptotyphlops_albifrons,0
Leptotyphlops_columbi,0
Leptotyphlops_goudotii,0
Leptotyphlops_macrolepis,0
Leptotyphlops_humilis,0
Leptotyphlops_dulcis,0
Leptotyphlops_breuili,0
Leptotyphlops_carlae,0
Leptotyphlops_asbolepis,0
Leptotyphlops_leptipilepta,0
Leptotyphlops_pyrites,0
Leptotyphlops_occidentalis,0
Leptotyphlops_nigroterminus,0
Leptotyphlops_sylvicolus,0
Leptotyphlops_nigricans,0
Leptotyphlops_conjunctus,0
Leptotyphlops_scutifrons,0
Leptotyphlops_distanti,0
Leptotyphlops_longicaudus,0
Leptotyphlops_algeriensis,0
Leptotyphlops_boueti,0
Leptotyphlops_rouxestevae,0
Leptotyphlops_blanfordi,0
Leptotyphlops_adleri,0
Leptotyphlops_macrorhynchus,0
Typhlops_mirus,0
Typhlops_hedraeus,0
Xenotyphlops_grandidieri,0
Typhlops_reticulatus,0
Typhlops_brongersmianus,0
Typhlops_biminiensis,0
Typhlops_hectus,0
Typhlops_pusillus,0
Typhlops_syntherus,0
Typhlops_eperopeus,0
Typhlops_lumbricalis,0
Typhlops_titanops,0
Typhlops_schwartzi,0
Typhlops_sulcatus,0
Typhlops_rostellatus,0
Typhlops_capitulatus,0
Typhlops_jamaicensis,0
Typhlops_agoralionis,0
Typhlops_sylleptor,0
Typhlops_caymanensis,0
Typhlops_arator,0
Typhlops_contorhinus,0
Typhlops_anchaurus,0
Typhlops_notorachius,0
Typhlops_anousius,0
Typhlops_dominicanus,0
Typhlops_monastus,0
Typhlops_granti,0
Typhlops_hypomethes,0
Typhlops_platycephalus,0
Typhlops_catapontus,0
Typhlops_richardi,0
Rhinotyphlops_lalandei,0
Rhinotyphlops_newtoni,0
Rhinotyphlops_feae,0
Letheobia_obtusa,0
Typhlops_angolensis,0
Typhlops_elegans,0
Rhinotyphlops_schlegelii,0
Typhlops_bibronii,0
Typhlops_fornasinii,0
Typhlops_lineolatus,0
Typhlops_punctatus,0
Typhlops_congestus,0
Typhlops_vermicularis,0
Typhlops_arenarius,0
Typhlops_ruber,0
Typhlops_luzonensis,0
Ramphotyphlops_albiceps,0
Typhlops_pammeces,0
Typhlopidae_sp_Sri_Lanka,0
Ramphotyphlops_braminus,0
Acutotyphlops_kunuaensis,0
Acutotyphlops_subocularis,0
Ramphotyphlops_acuticauda,0
Ramphotyphlops_lineatus,0
Ramphotyphlops_polygrammicus,0
Austrotyphlops_diversus,0
Austrotyphlops_guentheri,0
Austrotyphlops_howi,0
Austrotyphlops_bituberculatus,0
Austrotyphlops_grypus,0
Austrotyphlops_leptosomus,0
Austrotyphlops_longissimus,0
Austrotyphlops_ammodytes,0
Austrotyphlops_unguirostris,0
Austrotyphlops_ligatus,0
Austrotyphlops_ganei,0
Austrotyphlops_troglodytes,0
Austrotyphlops_kimberleyensis,0
Ramphotyphlops_bicolor,0
Austrotyphlops_splendidus,0
Austrotyphlops_pinguis,0
Austrotyphlops_waitii,0
Austrotyphlops_australis,0
Austrotyphlops_endoterus,0
Austrotyphlops_pilbarensis,0
Austrotyphlops_hamatus,0
Anilius_scytale,1
Trachyboa_boulengeri,1
Trachyboa_gularis,1
Tropidophis_wrighti,1
Tropidophis_pardalis,1
Tropidophis_melanurus,1
Tropidophis_feicki,1
Tropidophis_haetianus,1
Tropidophis_greenwayi,1
Xenophidion_schaeferi,0
Casarea_dussumieri,0
Sanzinia_madagascariensis,1
Acrantophis_dumerili,1
Acrantophis_madagascariensis,1
Calabaria_reinhardtii,0
Lichanura_trivirgata,1
Charina_bottae,1
Ungaliophis_continentalis,1
Exiliboa_placata,1
Candoia_aspera,1
Candoia_bibroni,1
Candoia_carinata,1
Eryx_jayakari,0
Gongylophis_conicus,1
Gongylophis_colubrinus,1
Eryx_jaculus,1
Eryx_johnii,1
Eryx_elegans,1
Eryx_tataricus,1
Eryx_miliaris,1
Boa_constrictor,1
Corallus_hortulanus,1
Corallus_annulatus,1
Corallus_caninus,1
Epicrates_cenchria,1
Eunectes_notaeus,1
Eunectes_murinus,1
Epicrates_angulifer,1
Epicrates_monensis,1
Epicrates_inornatus,1
Epicrates_subflavus,1
Epicrates_fordi,1
Epicrates_chrysogaster,1
Epicrates_striatus,1
Epicrates_exsul,1
Anomochilus_leonardi,0
Cylindrophis_ruffus,1
Cylindrophis_maculatus,1
Melanophidium_punctatum,1
Brachyophidium_rhodogaster,1
Uropeltis_liura,1
Uropeltis_ceylanicus,1
Rhinophis_travancoricus,1
Uropeltis_phillipsi,1
Uropeltis_melanogaster,1
Rhinophis_drummondhayi,1
Rhinophis_philippinus,1
Rhinophis_dorsimaculatus,1
Rhinophis_oxyrhynchus,1
Pseudotyphlops_philippinus,1
Rhinophis_blythii,1
Rhinophis_homolepis,1
Xenopeltis_unicolor,0
Loxocemus_bicolor,0
Python_brongersmai,0
Python_molurus,0
Python_sebae,0
Python_curtus,0
Python_regius,0
Broghammerus_timoriensis,0
Broghammerus_reticulatus,0
Morelia_oenpelliensis,0
Morelia_amethistina,0
Morelia_boeleni,0
Aspidites_melanocephalus,0
Aspidites_ramsayi,0
Liasis_olivaceus,0
Apodora_papuana,0
Liasis_fuscus,0
Liasis_mackloti,0
Bothrochilus_boa,0
Leiopython_albertisii,0
Morelia_viridis,0
Morelia_carinata,0
Morelia_bredli,0
Morelia_spilota,0
Antaresia_maculosa,0
Antaresia_perthensis,0
Antaresia_childreni,0
Antaresia_stimsoni,0
Acrochordus_javanicus,1
Acrochordus_arafurae,1
Acrochordus_granulatus,1
Achalinus_rufescens,0
Achalinus_meiguensis,0
Xenodermus_javanicus,0
Stoliczkaia_borneensis,0
Asthenodipsas_vertebralis,0
Aplopeltura_boa,0
Pareas_monticola,0
Pareas_formosensis,0
Pareas_boulengeri,0
Pareas_macularius,0
Pareas_margaritophorus,0
Pareas_hamptoni,0
Pareas_nuchalis,0
Pareas_carinatus,0
Eristicophis_macmahoni,0
Pseudocerastes_fieldi,0
Pseudocerastes_persicus,0
Macrovipera_schweizeri,0
Macrovipera_lebetina,0
Vipera_xanthina,1
Vipera_raddei,1
Vipera_bornmuelleri,1
Vipera_wagneri,1
Vipera_albizona,1
Vipera_palaestinae,0
Daboia_russelii,1
Macrovipera_mauritanica,0
Macrovipera_deserti,0
Vipera_ammodytes,1
Vipera_aspis,1
Vipera_latastei,1
Vipera_seoanei,1
Vipera_nikolskii,1
Vipera_barani,1
Vipera_berus,1
Vipera_kaznakovi,1
Vipera_eriwanensis,1
Vipera_ursinii,1
Vipera_dinniki,1
Vipera_lotievi,1
Vipera_renardi,1
Proatheris_superciliaris,1
Cerastes_vipera,1
Cerastes_gasperettii,0
Cerastes_cerastes,0
Causus_resimus,0
Causus_defilippii,0
Causus_rhombeatus,0
Echis_jogeri,0
Echis_ocellatus,0
Echis_pyramidum,0
Echis_leucogaster,0
Echis_coloratus,0
Echis_omanensis,0
Atheris_barbouri,1
Atheris_ceratophora,1
Atheris_chlorechis,1
Atheris_desaixi,1
Atheris_nitschei,1
Atheris_squamigera,1
Atheris_hispida,1
Bitis_arietans,1
Bitis_worthingtoni,1
Bitis_gabonica,1
Bitis_nasicornis,1
Bitis_caudalis,1
Bitis_peringueyi,1
Bitis_xeropaga,1
Bitis_atropos,1
Bitis_rubida,1
Bitis_cornuta,1
Azemiops_feae,0
Deinagkistrodon_acutus,0
Tropidolaemus_wagleri,1
Calloselasma_rhodostoma,0
Hypnale_nepa,1
Hypnale_zara,1
Hypnale_hypnale,1
Trimeresurus_borneensis,0
Trimeresurus_puniceus,1
Trimeresurus_malabaricus,1
Trimeresurus_trigonocephalus,1
Trimeresurus_gramineus,1
Parias_hageni,0
Parias_malcolmi,0
Parias_flavomaculatus,0
Parias_sumatranus,0
Parias_schultzei,0
Himalayophis_tibetanus,1
Popeia_popeiorum,1
Viridovipera_medoensis,1
